street,district,rooms,area,price,material,condition,year_built,total_floors
Tartu mnt. 84a,Kesklinn,4.0,101.1,179900,kivimaja,keskmises seisukorras,2007.0,14.0
Ravi 11a,Kesklinn,1.0,21.7,59900,puitmaja,renoveeritud,1928.0,2.0
Jahu 6-6/3-94,Põhja-Tallinn,2.0,55.4,197000,paneelmaja,uus,2019.0,6.6790013374944275
Kaluri 6,Põhja-Tallinn,2.0,40.9,80000,kivimaja,san. remont tehtud,1970.0,4.0
Kalaranna tn 8/10-6,Põhja-Tallinn,3.0,82.4,323900,paneelmaja,uus,2020.0,2.0
Lõime 21,Põhja-Tallinn,2.0,62.3,105000,kivimaja,heas korras,1956.0,4.0
Ranna tee 46a,Pirita,2.0,61.0,140000,paneelmaja,heas korras,2015.0,3.0
Järve 2-177,Kristiine,3.0,68.7,199100,paneelmaja,uus,2020.0,18.0
Kalaranna tn 8/4-22,Põhja-Tallinn,3.0,103.4,455000,paneelmaja,uus,2020.0,4.0
Aiandi 8/1-13,Mustamäe,4.0,73.9,171990,kivimaja,uus,2021.0,8.0
Amburi 10,Põhja-Tallinn,2.0,38.1,79300,kivimaja,renoveeritud,1967.0,2.0
Kaaruti 6-1,Haabersti,1.0,34.1,77900,paneelmaja,uus,2020.0,4.0
Väike-Patarei 1-1/4-44,Põhja-Tallinn,2.0,58.9,194500,paneelmaja,uus,2019.0,3.0
Lesta tn 10/2-22,Haabersti,2.0,68.5,243175,paneelmaja,uus,2019.0,1.0
Jahu 6-6/3-81,Põhja-Tallinn,3.0,63.7,221000,paneelmaja,uus,2019.0,6.6790013374944275
Kalaranna 8/1-7,Põhja-Tallinn,3.0,73.0,259900,paneelmaja,uus,2020.0,5.0
Kase 68/1,Pirita,3.0,52.2,127000,kivimaja,renoveeritud,2006.0,5.0
Marsi 3,Kristiine,3.0,113.4,390000,paneelmaja,uus,2015.0,5.0
Kivimurru 13,Lasnamäe,3.0,60.9,88750,paneelmaja,san. remont tehtud,1970.0,5.0
Tuisu 7-11,Kristiine,2.0,58.2,111500,kivimaja,renoveeritud,1955.0,3.0
Tuisu 7,Kristiine,2.0,58.2,111500,kivimaja,renoveeritud,1955.0,3.0
Aiandi 5/3-37,Mustamäe,3.0,57.8,144990,kivimaja,uus,2020.0,8.0
Võidu 56,Nõmme,3.0,65.6,99000,paneelmaja,heas korras,1979.0,9.0
Pille 9/3-63,Kesklinn,3.0,79.2,211900,paneelmaja,uus,2020.0,6.0
Tina 23,Kadriorg,4.0,134.0,369000,kivimaja,renoveeritud,1923.0,5.0
Soodi 4,Haabersti,5.0,113.0,280000,kivimaja,uus,2020.0,5.0
Tammsaare tee 67,Mustamäe,2.0,43.7,66900,paneelmaja,keskmises seisukorras,1970.0,5.0
Soodi 4-8,Haabersti,2.0,49.7,128000,kivimaja,uus,2021.0,5.0
Vormsi 16,Lasnamäe,4.0,74.9,95900,paneelmaja,keskmises seisukorras,1989.0,9.0
Tagala 10B-49,Haabersti,3.0,66.8,126000,kivimaja,uus,2019.0,4.0
Sipelga 4,Mustamäe,3.0,105.3,187000,paneelmaja,uus,2012.0,6.0
Pirita tee 26B-79,Pirita,4.0,90.5,250000,kivimaja,uus,2017.0,4.0
Marsi 6,Kristiine,2.0,45.2,130000,kivimaja,renoveeritud,1915.0,2.0
Sõle,Põhja-Tallinn,2.0,45.4,95300,kivimaja,renoveeritud,1966.0,5.0
Kopli tee 40-20,Kesklinn,1.0,36.7,96000,kivimaja,uus,2020.0,3.0
Soodi 4,Haabersti,2.0,59.9,156500,kivimaja,uus,2020.0,5.0
Sitsi 14a-2,Põhja-Tallinn,3.0,64.4,156560,kivimaja,uus,2020.0,3.0
Alasi 5-6,Põhja-Tallinn,4.0,87.2,196000,kivimaja,uus,2020.0,4.0
"Tartu mnt ,BRONEERITUD",Kesklinn,3.0,70.3,186000,kivimaja,uus,2007.0,5.0
Võistluse 6-46,Kesklinn,5.0,143.8,497500,kivimaja,uus,2019.0,14.0
Lüüsi tn 4-38,Kesklinn,5.0,121.8,289000,kivimaja,uus,2019.0,6.0
Mustamäe tee 163,Mustamäe,2.0,43.6,79990,paneelmaja,renoveeritud,1973.0,5.0
Kari 24-1,Põhja-Tallinn,2.0,51.7,110000,kivimaja,uus,2018.0,5.0
Jahu 6-6/1-58,Põhja-Tallinn,2.0,48.1,176500,paneelmaja,uus,2019.0,6.6790013374944275
Aiandi 8/1-27,Mustamäe,3.0,51.3,131990,kivimaja,uus,2021.0,8.0
Telliskivi 49-14,Põhja-Tallinn,2.0,41.6,147500,kivimaja,uus,2019.0,4.0
Valge tn 16-98,Lasnamäe,4.0,81.3,217000,paneelmaja,uus,2019.0,5.0
Linnamäe tee 42a-93,Lasnamäe,4.0,126.5,239900,paneelmaja,uus,2018.0,12.0
Tornimäe 7,Kesklinn,5.0,112.3,393050,kivimaja,uus,2006.0,29.0
Lasnamäe tn 16,Lasnamäe,4.0,104.1,278000,kivimaja,uus,2019.0,6.0
Kuukressi tee 3-12,Pirita,3.0,66.2,155000,paneelmaja,uus,2020.0,3.0
Toom-Kuninga 15-21,Kesklinn,3.0,85.8,239000,paneelmaja,uus,2020.0,8.0
Seebi tn 1-608,Kristiine,2.0,49.5,137900,kivimaja,uus,2020.0,20.0
Staadioni 4,Kesklinn,3.0,84.1,239000,kivimaja,uus,2015.0,7.0
Talli 5-32,Kristiine,3.0,56.6,161900,paneelmaja,uus,2020.0,4.0
Jahu 6-6/2-79,Põhja-Tallinn,2.0,55.4,198000,paneelmaja,uus,2019.0,6.6790013374944275
Lüüsi tn 4-37,Kesklinn,4.0,82.1,198000,kivimaja,uus,2019.0,6.0
Pille 9/1-B30,Kesklinn,2.0,51.8,146900,paneelmaja,uus,2020.0,4.0
Vanakuu 5,Haabersti,2.0,44.5,120000,kivimaja,uus,2018.0,4.0
Võidujooksu 7-3,Lasnamäe,2.0,42.6,103290,kivimaja,uus,2020.0,7.0
Akadeemia tee 46,Mustamäe,1.0,16.4,38500,kivimaja,heas korras,1962.0,5.0
Loitsu 10,Lasnamäe,2.0,46.4,76500,paneelmaja,san. remont tehtud,1981.0,5.0
Vabaduse pst 181,Nõmme,2.0,63.5,149000,kivimaja,renoveeritud,2008.0,3.0
Nelgi 30,Nõmme,1.0,37.9,75000,kivimaja,renoveeritud,1982.0,5.0
C.R.Jakobsoni 17,Kesklinn,2.0,64.0,168000,kivimaja,heas korras,2006.0,7.0
Paekaare 64,Lasnamäe,3.0,52.8,89000,paneelmaja,renoveeritud,1978.0,5.0
Narva mnt 2,Kesklinn,2.0,51.5,123000,kivimaja,vajab renoveerimist,1948.0,7.0
Toom-Kuninga 15-97,Kesklinn,2.0,55.1,195000,paneelmaja,uus,2020.0,8.0
Kari 24-3,Põhja-Tallinn,2.0,58.7,129900,kivimaja,uus,2018.0,5.0
Linnamäe tee 25,Lasnamäe,2.0,49.5,85000,paneelmaja,renoveeritud,1988.0,9.0
Vene 10,Vanalinn,2.0,70.8,229000,kivimaja,heas korras,1500.0,3.0
Tuukri tn 64-59,Kadriorg,4.0,123.4,490000,kivimaja,uus,2018.0,5.0
Kolde pst 72-26,Põhja-Tallinn,3.0,68.0,188090,kivimaja,uus,2018.0,8.0
Seebi tn 1-1108,Kristiine,2.0,44.9,148900,kivimaja,uus,2020.0,20.0
Tildri 7-2,Kristiine,3.0,73.5,188000,kivimaja,uus,2020.0,2.0
Toom-Kuninga 15-108,Kesklinn,3.0,90.0,359000,paneelmaja,uus,2020.0,8.0
Rõugu 24-9,Haabersti,1.0,34.5,74900,kivimaja,uus,2020.0,4.0
Liikuri 18c-5,Lasnamäe,3.0,64.5,138290,kivimaja,uus,2020.0,7.0
Vikerlase tn 13,Lasnamäe,3.0,65.0,93999,paneelmaja,renoveeritud,1983.0,9.0
Aiandi 8/2-21,Mustamäe,3.0,62.9,151990,kivimaja,uus,2021.0,6.0
Jahu 1,Kesklinn,3.0,100.3,279000,kivimaja,renoveeritud,2000.0,5.0
Akadeemia tee 4,Mustamäe,2.0,45.2,87500,paneelmaja,renoveeritud,1965.0,5.0
Pärnu mnt 130-8,Kesklinn,2.0,52.7,107000,kivimaja,keskmises seisukorras,2008.0,8.0
Õismäe tee 72,Haabersti,3.0,65.4,110000,paneelmaja,heas korras,1975.0,9.0
Korgi 18,Kesklinn,2.0,57.6,69900,palkmaja,vajab renoveerimist,1939.0,2.0
Õismäe tee 52,Haabersti,3.0,65.6,97000,paneelmaja,renoveeritud,1975.0,9.0
Ehitajate tee 42,Mustamäe,2.0,45.4,72500,paneelmaja,renoveeritud,1964.0,6.6790013374944275
Liinivahe 2-1,Põhja-Tallinn,3.0,89.5,189900,puitmaja,uus,2020.0,3.0
Majaka 54,Kesklinn,3.0,79.9,152000,kivimaja,uus,2019.0,4.0
Järve 2-218,Kristiine,2.0,43.8,142000,paneelmaja,uus,2020.0,18.0
Oksa tn // Seebi tn 2//4-8,Kristiine,3.0,65.2,169000,kivimaja,uus,2020.0,4.0
Järve 2-158,Kristiine,3.0,65.4,186200,paneelmaja,uus,2020.0,18.0
Väike-Patarei 11,Põhja-Tallinn,4.0,99.0,286000,puitmaja,renoveeritud,1906.0,3.0
Valge tn 16-2,Lasnamäe,3.0,61.3,130000,kivimaja,uus,2019.0,5.0
V. Reimani 3,Kesklinn,2.0,58.9,159000,kivimaja,renoveeritud,1957.0,4.0
Toom-Kuninga 15-89,Kesklinn,2.0,54.0,195000,paneelmaja,uus,2020.0,8.0
Katleri 1,Lasnamäe,4.0,64.9,98000,paneelmaja,heas korras,1992.0,9.0
Pöörise 7-28,Mustamäe,3.0,64.2,132000,paneelmaja,uus,2020.0,12.0
Paepargi 19,Lasnamäe,4.0,101.0,280000,kivimaja,uus,2014.0,4.0
Rumbi 4-32,Põhja-Tallinn,3.0,79.6,299000,kivimaja,heas korras,2018.0,5.0
Järve 2-189,Kristiine,2.0,46.6,142700,paneelmaja,uus,2020.0,18.0
Liikuri 18c-42,Lasnamäe,2.0,46.1,107790,kivimaja,uus,2020.0,7.0
Astangu 68,Haabersti,1.0,31.3,55900,paneelmaja,heas korras,1978.0,5.0
Pille 9/4-B74,Kesklinn,2.0,49.2,143900,paneelmaja,uus,2020.0,4.0
Iirise 5,Kristiine,2.0,44.4,96000,kivimaja,renoveeritud,1980.0,5.0
Raadiku 15,Lasnamäe,3.0,64.8,89900,paneelmaja,heas korras,1985.0,9.0
Soodi 4-42,Põhja-Tallinn,4.0,97.2,239900,kivimaja,uus,2021.0,5.0
Jalami tn 1-7,Haabersti,3.0,56.1,127900,paneelmaja,uus,2019.0,8.0
Pärnu mnt 319,Nõmme,3.0,72.4,178500,kivimaja,uus,2014.0,3.0
Vene 19,Vanalinn,3.0,127.6,299999,kivimaja,renoveeritud,1389.0,4.0
Jahu 5-9,Põhja-Tallinn,3.0,82.2,289900,kivimaja,uus,2020.0,3.0
Pirni 6a,Kristiine,2.0,47.6,87000,kivimaja,renoveeritud,1974.0,5.0
Mustamäe tee 183,Mustamäe,2.0,43.6,88000,paneelmaja,renoveeritud,1966.0,5.0
Pöörise 7-58,Mustamäe,3.0,64.2,135000,paneelmaja,uus,2020.0,12.0
Toom-Kuninga 15-98,Kesklinn,2.0,41.4,155000,paneelmaja,uus,2020.0,8.0
R. Tobiase tn 3-2,Kadriorg,3.0,104.3,289000,kivimaja,uus,2018.0,4.0
K. A. Hermanni 6,Kesklinn,1.0,22.2,69900,kivimaja,renoveeritud,1949.0,3.0
Keskuse 6,Mustamäe,2.0,47.3,82000,paneelmaja,renoveeritud,1966.0,5.0
Päevalille 4-87,Mustamäe,2.0,38.3,108900,paneelmaja,uus,2020.0,15.0
Järve 2-194,Kristiine,3.0,65.4,193000,paneelmaja,uus,2020.0,18.0
Paepargi 50/1-50,Lasnamäe,3.0,63.8,147500,paneelmaja,uus,2020.0,14.0
Jalami tn 1-78,Haabersti,4.0,114.3,212900,paneelmaja,uus,2019.0,8.0
Toom-Kuninga 15-62,Kesklinn,1.0,36.4,119000,paneelmaja,uus,2020.0,8.0
Toom-Kuninga 15-63,Kesklinn,2.0,52.8,159000,paneelmaja,uus,2020.0,8.0
Suur-Patarei 20-26,Põhja-Tallinn,4.0,127.7,576110,paneelmaja,uus,2019.0,5.0
Paasiku 14,Lasnamäe,5.0,114.6,177000,paneelmaja,renoveeritud,1993.0,9.0
Ehitajate tee 70,Mustamäe,3.0,61.0,98800,paneelmaja,renoveeritud,1967.0,5.0
Liivalaia 21,Kesklinn,2.0,45.9,139000,kivimaja,renoveeritud,2008.0,12.0
Jalami tn 1-36,Mustamäe,4.0,74.9,154900,paneelmaja,uus,2019.0,8.0
Ehitajate tee 91/2-52,Mustamäe,4.0,71.9,164900,kivimaja,uus,2020.0,8.0
Paepargi 50/1-47,Lasnamäe,4.0,101.5,198000,paneelmaja,uus,2020.0,14.0
Järve 2-181,Kristiine,2.0,46.0,144300,paneelmaja,uus,2020.0,18.0
Lüüsi tn 4-28,Kesklinn,5.0,139.7,430000,kivimaja,uus,2019.0,6.0
Sinika tn 1,Kristiine,1.0,29.7,79900,kivimaja,renoveeritud,1935.0,2.0
Seebi tn 1-404,Kristiine,2.0,41.4,114400,kivimaja,uus,2020.0,20.0
Ümera 2,Lasnamäe,4.0,79.0,115000,paneelmaja,heas korras,1986.0,9.0
Ehitajate tee 91/2-31,Mustamäe,4.0,71.9,158000,kivimaja,uus,2020.0,8.0
Mustamäe tee 141,Mustamäe,3.0,60.9,87000,paneelmaja,san. remont tehtud,1970.0,9.0
Poordi tn 3-34,Kesklinn,4.0,103.7,329000,paneelmaja,uus,2017.0,6.0
Aia tn 5b,Vanalinn,3.0,90.8,288000,kivimaja,heas korras,1935.0,6.0
Pöörise 7-2,Mustamäe,2.0,45.1,98000,paneelmaja,uus,2020.0,12.0
Soodi 4-25,Haabersti,2.0,52.8,150900,kivimaja,uus,2021.0,5.0
Tagala 10-34,Haabersti,3.0,71.0,130000,kivimaja,uus,2019.0,4.0
Poordi 3-54,Kesklinn,3.0,83.9,289000,kivimaja,uus,2017.0,6.0
Pirita tee 26F,Pirita,2.0,79.7,189000,kivimaja,renoveeritud,2003.0,16.0
Kalaranna 8/2-8,Põhja-Tallinn,4.0,99.9,354900,paneelmaja,uus,2020.0,5.0
Jalami tn 1-88,Mustamäe,4.0,94.8,218800,paneelmaja,uus,2019.0,8.0
Seebi tn 1-1308,Kristiine,2.0,44.7,154900,kivimaja,uus,2020.0,20.0
Sõle 5,Põhja-Tallinn,2.0,43.4,80000,paneelmaja,heas korras,1969.0,5.0
Seebi tn 1-610,Kesklinn,3.0,69.6,228900,kivimaja,uus,2020.0,20.0
Tiiu 3-B14,Kesklinn,2.0,51.8,161900,paneelmaja,uus,2019.0,4.0
Poordi 3-43,Kesklinn,3.0,126.5,509000,kivimaja,uus,2016.0,7.0
Jalami tn 1-43,Haabersti,2.0,52.4,106900,paneelmaja,uus,2019.0,8.0
Soodi 4-34,Haabersti,4.0,97.2,251000,kivimaja,uus,2020.0,5.0
J. Vilmsi tänav 7-7,Kadriorg,1.0,39.6,127900,puitmaja,renoveeritud,2019.0,3.0
Tartu mnt 28,Kesklinn,3.0,97.2,230000,kivimaja,keskmises seisukorras,1952.0,4.0
Sütiste tee 18,Mustamäe,2.0,49.0,77000,paneelmaja,heas korras,1969.0,5.0
Remmelga 4-11,Nõmme,4.0,83.8,178900,kivimaja,uus,2020.0,4.0
Seebi tn 1-707,Kesklinn,2.0,57.1,196900,kivimaja,uus,2020.0,20.0
Tööstuse 47d,Põhja-Tallinn,2.0,77.9,220000,kivimaja,uus,2019.0,5.0
Jalami tn 1-59,Haabersti,4.0,85.6,176900,paneelmaja,uus,2019.0,8.0
E. Vilde tee 89,Mustamäe,3.0,56.4,75000,paneelmaja,vajab renoveerimist,1964.0,5.0
Roosikrantsi tn 8C,Kesklinn,3.0,56.5,197500,kivimaja,renoveeritud,1933.0,5.0
Oja 61,Haabersti,2.0,51.4,94000,kivimaja,heas korras,2003.0,4.0
Kreutzwaldi 4,Kadriorg,4.0,109.9,320000,kivimaja,renoveeritud,1994.0,7.0
Puhangu 32,Põhja-Tallinn,1.0,27.9,53000,kivimaja,vajab renoveerimist,1967.0,5.0
Aiandi 8/2-30,Mustamäe,2.0,40.4,110490,kivimaja,uus,2021.0,6.0
Asunduse 9-57,Lasnamäe,2.0,43.9,79000,paneelmaja,heas korras,1970.0,5.0
Järve 2-129,Kristiine,3.0,65.2,185900,paneelmaja,uus,2020.0,18.0
Ranna tee 46a,Pirita,4.0,104.5,265000,kivimaja,uus,2015.0,3.0
Päevalille 4-108,Haabersti,2.0,38.3,114900,paneelmaja,uus,2020.0,15.0
Linnamäe 45,Lasnamäe,3.0,61.0,83900,kivimaja,keskmises seisukorras,1986.0,9.0
Jahu 5-17,Põhja-Tallinn,3.0,79.4,254900,kivimaja,uus,2020.0,3.0
Rotermanni 18,Kesklinn,4.0,130.0,648000,paneelmaja,uus,2017.0,7.0
Toom-Kuninga 15-15,Kesklinn,3.0,85.6,235000,paneelmaja,uus,2020.0,8.0
Vabriku 19,Põhja-Tallinn,2.0,35.0,94000,puitmaja,renoveeritud,1911.0,3.0
Rõugu 22-5,Haabersti,3.0,66.9,139900,kivimaja,uus,2020.0,4.0
Merirahu 4,Haabersti,3.0,70.2,185000,kivimaja,uus,2007.0,3.0
Kalaranna 8/2-12,Põhja-Tallinn,3.0,72.5,269000,paneelmaja,uus,2020.0,5.0
Aiandi 8/1-44,Mustamäe,3.0,81.1,189990,kivimaja,uus,2021.0,8.0
Pirita tee,Kesklinn,3.0,147.7,580000,kivimaja,uus,2008.0,12.0
Liikuri 18c-44,Lasnamäe,3.0,61.9,140290,kivimaja,uus,2020.0,7.0
Tagala 10-41,Haabersti,3.0,66.8,123000,kivimaja,uus,2019.0,4.0
Liikuri 18c-41,Lasnamäe,2.0,42.4,103790,kivimaja,uus,2020.0,7.0
Lesta tn 10/3-41,Haabersti,3.0,82.8,331200,paneelmaja,uus,2019.0,3.0
Võidujooksu 7-9,Lasnamäe,3.0,60.6,140290,kivimaja,uus,2020.0,7.0
E.Vilde tee 68,Mustamäe,4.0,89.0,143000,kivimaja,renoveeritud,1971.0,9.0
Poordi tn 3-63,Kesklinn,4.0,110.9,319000,paneelmaja,uus,2017.0,6.0
Siidisaba 13/1,Kristiine,3.0,70.8,157000,kivimaja,renoveeritud,2006.0,3.0
A. Weizenbergi tn 4,Kadriorg,4.0,142.5,405000,puitmaja,renoveeritud,1918.0,3.0
Ümera 28b,Lasnamäe,1.0,34.7,65200,paneelmaja,uus,2020.0,9.0
Jahu 5-46,Kesklinn,3.0,71.2,269900,kivimaja,uus,2020.0,3.0
Järveotsa tee 45,Haabersti,1.0,33.0,57800,paneelmaja,keskmises seisukorras,1977.0,9.0
Tuisu 4,Kristiine,1.0,27.1,73200,kivimaja,renoveeritud,1964.0,4.0
Nõmme tee 19,Kristiine,2.0,40.2,82000,kivimaja,renoveeritud,1980.0,9.0
Ümera 28b,Lasnamäe,2.0,45.6,87800,paneelmaja,uus,2020.0,9.0
Toom-Kuninga 15-84,Kesklinn,2.0,53.5,195000,paneelmaja,uus,2020.0,8.0
Keskuse 20,Mustamäe,2.0,45.3,75000,paneelmaja,keskmises seisukorras,1964.0,5.0
Seebi tn 1-1702,Kristiine,3.0,70.0,232900,kivimaja,uus,2020.0,20.0
Päevalille 4-71,Haabersti,2.0,39.6,112900,paneelmaja,uus,2020.0,15.0
Pöörise 7-41,Mustamäe,2.0,45.4,99000,paneelmaja,uus,2020.0,12.0
Fr. R. Faehlmanni 25,Kadriorg,3.0,61.6,165000,palkmaja,uus,2019.0,3.0
Pirita tee 28a,Kesklinn,3.0,155.4,495000,kivimaja,heas korras,2008.0,11.0
Pallasti 34c,Lasnamäe,2.0,43.0,82000,kivimaja,vajab renoveerimist,2002.0,5.0
Seebi tn 1-1603,Kristiine,2.0,46.2,156900,kivimaja,uus,2020.0,20.0
Kalevipoja põik 3,Lasnamäe,2.0,49.8,81000,paneelmaja,renoveeritud,1979.0,9.0
Toom-Kuninga 15-61,Kesklinn,3.0,62.8,185000,paneelmaja,uus,2020.0,8.0
Kaaruti 5-13,Haabersti,3.0,67.9,148900,paneelmaja,uus,2020.0,4.0
Lehola tn 1,Nõmme,3.0,70.8,89000,kivimaja,vajab renoveerimist,1933.0,2.0
Astangu 20-131,Mustamäe,2.0,47.1,110900,paneelmaja,uus,2019.0,5.0
Mahtra 25,Lasnamäe,2.0,49.4,76000,paneelmaja,heas korras,1983.0,9.0
Liikuri 18c-11,Lasnamäe,2.0,42.0,103790,kivimaja,uus,2020.0,7.0
Valge tn 16-112,Lasnamäe,5.0,108.1,339000,paneelmaja,uus,2019.0,5.0
Päevalille 2-15,Haabersti,2.0,39.7,105900,paneelmaja,uus,2020.0,4.0
Õismäe tee 52,Haabersti,1.0,32.8,68000,paneelmaja,renoveeritud,1975.0,9.0
Õismäe tee 6,Haabersti,3.0,67.9,99500,paneelmaja,renoveeritud,1975.0,9.0
Paekaare 58,Lasnamäe,3.0,66.0,110000,paneelmaja,heas korras,1979.0,9.0
Ehitajate tee 91/2-42,Mustamäe,2.0,36.5,94000,kivimaja,uus,2020.0,8.0
Toom-Kuninga 15-3,Kesklinn,3.0,87.6,229000,paneelmaja,uus,2020.0,8.0
Möldre tee 2-4,Haabersti,4.0,93.3,189400,kivimaja,uus,2020.0,2.0
Mäepealse 27-9,Nõmme,3.0,66.4,144900,paneelmaja,uus,2020.0,6.0
Jakobi 16/1-8,Kesklinn,2.0,31.2,110000,puitmaja,uus,2020.0,4.0
Toom-Kuninga 15-107,Kesklinn,3.0,87.4,379000,paneelmaja,uus,2020.0,8.0
Seebi tn 1-1905,Mustamäe,2.0,38.6,142900,kivimaja,uus,2020.0,20.0
Jõeküla tee 18/3-3,Haabersti,2.0,48.6,126900,kivimaja,uus,2021.0,2.0
Järve 2-147,Kristiine,3.0,65.2,183800,paneelmaja,uus,2020.0,18.0
Ehitajate tee 42,Mustamäe,2.0,45.1,86500,paneelmaja,renoveeritud,1964.0,5.0
Liikuri 18c-43,Lasnamäe,2.0,42.6,104790,kivimaja,uus,2020.0,7.0
Jõe 7,Kesklinn,3.0,66.4,159900,kivimaja,uus,2005.0,10.0
Paldiski mnt 21-18,Kesklinn,2.0,63.2,189000,paneelmaja,uus,2019.0,5.0
Läänemere tee 2,Lasnamäe,1.0,33.0,61500,paneelmaja,renoveeritud,1990.0,9.0
Kaaruti 5-1,Haabersti,1.0,34.1,78900,paneelmaja,uus,2020.0,4.0
Majaka 24,Lasnamäe,2.0,36.0,59000,kivimaja,vajab renoveerimist,1961.0,4.0
Kadaka tee 191d-31,Haabersti,2.0,53.5,116900,kivimaja,uus,2020.0,5.0
Poordi tn 3-60,Kesklinn,4.0,112.0,349000,paneelmaja,uus,2017.0,6.0
Aiandi 8/1-21,Mustamäe,3.0,50.9,130990,kivimaja,uus,2021.0,8.0
Soodi 4-22,Põhja-Tallinn,3.0,73.2,193900,kivimaja,uus,2020.0,5.0
Õllepruuli 6,Kesklinn,3.0,95.9,249999,kivimaja,uus,2019.0,3.0
Päevalille 2-21,Mustamäe,3.0,65.3,159900,paneelmaja,uus,2020.0,4.0
Toom-Kuninga 15-102,Kesklinn,1.0,36.9,145000,paneelmaja,uus,2020.0,8.0
Seebi tn 1-307,Kristiine,2.0,54.8,131200,kivimaja,uus,2020.0,20.0
Elektroni 6,Kristiine,2.0,45.9,87500,kivimaja,renoveeritud,1977.0,5.0
Soodi 4-9,Põhja-Tallinn,3.0,67.9,171900,kivimaja,uus,2020.0,5.0
Vana-Kuuli tn 15/2,Lasnamäe,4.0,91.7,205000,paneelmaja,uus,2015.0,8.0
Narva mnt 6,Kesklinn,3.0,101.8,260000,kivimaja,renoveeritud,1959.0,5.0
Jalami tn 1-95,Haabersti,4.0,85.8,186900,paneelmaja,uus,2019.0,8.0
Taime 6,Põhja-Tallinn,3.0,56.2,166000,kivimaja,uus,2020.0,4.0
Tuletorni tn 12-1,Lasnamäe,2.0,50.1,125000,kivimaja,uus,2021.0,3.0
Fr. R. Faehlmanni 25,Kadriorg,3.0,78.3,225000,palkmaja,uus,2019.0,3.0
Vene 10,Vanalinn,3.0,114.7,448000,kivimaja,renoveeritud,1500.0,3.0
Vana-Lõuna 39a,Kesklinn,3.0,207.8,349990,kivimaja,uus,2008.0,3.0
Mooni 115,Kristiine,3.0,69.9,139900,kivimaja,renoveeritud,1985.0,5.0
Valge tn 16-46,Lasnamäe,1.0,35.9,95000,paneelmaja,uus,2019.0,5.0
Ristiku,Põhja-Tallinn,2.0,44.6,160000,kivimaja,uus,2015.0,3.0
Sipelga tn 3a,Mustamäe,2.0,69.4,132000,kivimaja,uus,2008.0,8.0
Õismäe tee 119,Haabersti,2.0,46.0,68400,kivimaja,keskmises seisukorras,1975.0,5.0
Valge 6A/1-5,Lasnamäe,2.0,76.0,210000,kivimaja,uus,2019.0,3.0
Toom-Kuninga 15-87,Kesklinn,2.0,52.9,175000,paneelmaja,uus,2020.0,8.0
Jahu 6-6/3-87,Põhja-Tallinn,1.0,31.7,147000,paneelmaja,uus,2019.0,6.6790013374944275
Kauge 10,Nõmme,5.0,87.4,149000,kivimaja,heas korras,1991.0,3.0
Sõpruse pst 244-18,Mustamäe,2.0,47.1,87900,paneelmaja,renoveeritud,1966.0,5.0
Sõpruse pst 220,Mustamäe,1.0,29.8,57000,paneelmaja,vajab renoveerimist,1968.0,5.0
Paldiski mnt 227,Haabersti,4.0,100.0,115000,paneelmaja,vajab renoveerimist,1980.0,9.0
Wismari 35a,Kesklinn,2.0,77.1,226400,kivimaja,heas korras,1999.0,4.0
Järve 2-199,Kristiine,2.0,58.1,174800,paneelmaja,uus,2020.0,18.0
Võidujooksu 7-40,Lasnamäe,3.0,61.8,140290,kivimaja,uus,2020.0,7.0
Ehitajate tee 86,Mustamäe,2.0,43.2,78000,paneelmaja,renoveeritud,1974.0,9.0
Kadaka tee 191d-36,Haabersti,4.0,78.2,178900,kivimaja,uus,2020.0,5.0
Tuukri tn 64-50,Kesklinn,4.0,122.8,285000,kivimaja,uus,2018.0,5.0
Kotka 3,Kristiine,1.0,22.6,52000,kivimaja,renoveeritud,1970.0,5.0
Süsta 3,Põhja-Tallinn,2.0,35.1,73500,puitmaja,renoveeritud,1914.0,2.0
Seebi tn 1-610,Mustamäe,3.0,69.6,228900,kivimaja,uus,2020.0,20.0
Majaka 54,Lasnamäe,4.0,115.8,239000,kivimaja,uus,2019.0,4.0
Põõsa 1/2,Pirita,4.0,126.0,320000,kivimaja,uus,2018.0,3.0
Sõpruse pst 230,Mustamäe,2.0,61.2,145000,kivimaja,heas korras,2007.0,5.0
Järve 2-184,Kristiine,3.0,68.7,194500,paneelmaja,uus,2020.0,18.0
Poordi 3,Kesklinn,2.0,56.1,199900,kivimaja,uus,2016.0,6.0
Tedre 27,Kristiine,2.0,39.0,74500,kivimaja,heas korras,1975.0,5.0
Punane 31,Lasnamäe,3.0,59.5,98000,paneelmaja,renoveeritud,1973.0,9.0
Paldiski mnt 21-8,Kesklinn,2.0,63.2,179000,paneelmaja,uus,2019.0,5.0
Gonsiori 29-2,Kesklinn,1.0,38.7,103900,kivimaja,uus,2019.0,6.0
Sakala 18,Kesklinn,4.0,116.9,335000,kivimaja,uus,2002.0,7.0
Liikuri 18c-22,Lasnamäe,2.0,43.1,111790,kivimaja,uus,2020.0,7.0
Süda 8,Kesklinn,5.0,226.7,649000,puitmaja,renoveeritud,2005.0,6.6790013374944275
Videviku 15-1,Kesklinn,3.0,73.6,211000,kivimaja,uus,2020.0,5.0
Valge tn 16-28,Kesklinn,1.0,23.3,68900,kivimaja,uus,2019.0,5.0
