street,district,rooms,area,price,price_m2,material,condition,year_built,age,floor,total_floors
Ehitajate tee 66,Mustamäe,2,43.6,68000,1560,paneelmaja,vajab renoveerimist,-,-,2,5
Nafta 6,Kesklinn,2,34,42000,1235,kivimaja,vajab renoveerimist,1965,54,5,5
Sõle 33,Põhja-Tallinn,2,43.4,79000,1820,paneelmaja,vajab san. remonti,1966,53,5,5
Jakobi 16/1-6,Kesklinn,2,33.1,119000,3595,puitmaja,uus,2020,0,3,4
Tartu mnt 50a,Kesklinn,3,86.1,209000,2427,kivimaja,uus,2013,6,2,13
Idakaare 9,Nõmme,2,58.1,114990,1979,puitmaja,renoveeritud,1930,89,3,3
Kiikri 2/2,Kesklinn,3,93.8,303000,3230,kivimaja,uus,2018,1,1,5
Õismäe tee 9,Haabersti,2,52.7,72000,1366,paneelmaja,vajab renoveerimist,1975,44,1,5
Järve 2-202,Kristiine,2,46,148900,3237,paneelmaja,uus,2020,0,15,18
SÕLE 46,Põhja-Tallinn,3,55,86000,1564,kivimaja,heas korras,1988,31,3,5
Soodi 4-20,Haabersti,2,49.7,136900,2755,kivimaja,uus,2020,0,4,5
Jahu 5-15,Põhja-Tallinn,1,34.7,149900,4320,kivimaja,uus,2020,0,2,3
Lesta tn 10/2-24,Haabersti,3,89.2,294360,3300,paneelmaja,uus,2019,0,2,3
Padriku tee 5/3,Pirita,3,72.1,150000,2080,kivimaja,heas korras,2006,13,3,4
Taludevahe 116a,Haabersti,3,76,157000,2066,kivimaja,renoveeritud,2008,11,3,4
Saadu tn,Haabersti,3,64.5,151900,2355,kivimaja,uus,2020,0,2,2
PALDISKI MNT 77A,Haabersti,,50,91000,1820,kivimaja,renoveeritud,1985,34,7,9
Jahu 6-6/2-75,Põhja-Tallinn,2,55.7,186000,3339,paneelmaja,uus,2019,0,3,-
Narava maantee 10,Kesklinn,3,107.2,199900,1865,kivimaja,renoveeritud,1937,82,4,5
Karukella 12/2,Pirita,2,52,108900,2094,paneelmaja,heas korras,2007,12,3,3
Jahu 5-29,Kesklinn,3,78.7,284900,3620,kivimaja,uus,2020,0,1,2
Liikuri 18c-12,Lasnamäe,3,62.4,137290,2200,kivimaja,uus,2020,0,4,7
Randla tn. 12,Põhja-Tallinn,2,38,79500,2092,paneelmaja,renoveeritud,-,-,3,4
Magasini 3,Kesklinn,4,82.6,263500,3190,puitmaja,uus,-,-,2,3
Õismäe tee 5,Haabersti,2,46.7,67500,1445,paneelmaja,-,1975,44,5,5
A. Kapi 8,Kesklinn,3,48.8,149000,3053,puitmaja,-,1935,84,1,3
Juhkentali tn 8,Kesklinn,3,103.9,295000,2839,kivimaja,uus,2001,18,8,8
Õismäe tee 29,Haabersti,2,52.7,78000,1480,paneelmaja,-,1974,45,5,5
Jahu 6-6/2-68,Põhja-Tallinn,1,31.7,142000,4480,paneelmaja,uus,2019,0,2,-
Väike-Patarei 1-1/3-28,Põhja-Tallinn,3,63.7,227000,3564,paneelmaja,uus,2019,0,1,4
Tõnismägi 11a-45,Kesklinn,4,95.4,285000,2987,kivimaja,uus,2019,0,4,7
Tagala 10A-4,Haabersti,2,66.4,122000,1837,kivimaja,uus,2019,0,1,4
Toom-Kuninga 15-106,Kesklinn,3,70.1,265000,3780,paneelmaja,uus,2020,0,7,8
Raua 36,Kadriorg,4,130.1,309000,2375,kivimaja,-,1997,22,6,6
Padriku tee 9/2,Pirita,3,72.1,179900,2495,kivimaja,keskmises seisukorras,2007,12,3,4
Kadaka tee 163,Mustamäe,2,45,66900,1487,paneelmaja,-,1965,54,5,5
Väike-Patarei 1-1/2-25,Põhja-Tallinn,2,64.4,209000,3245,paneelmaja,uus,2019,0,4,4
Astangu 20-163,Haabersti,2,48.6,105900,2179,paneelmaja,uus,2019,0,4,5
Õismäe tee 201,Haabersti,2,46.7,75900,1625,paneelmaja,renoveeritud,1977,42,5,5
Mustamäe tee 175,Mustamäe,2,44.5,69000,1551,-,keskmises seisukorras,-,-,4,5
Õismäe 133,Haabersti,4,78.7,115000,1461,paneelmaja,-,1976,43,1,5
Paepargi 50/1-37,Lasnamäe,4,101.5,199000,1961,paneelmaja,uus,2020,0,9,14
Kärberi 23,Lasnamäe,2,33,69900,2118,kivimaja,renoveeritud,-,-,1,9
Astangu 20-131,Haabersti,2,47.1,110900,2355,paneelmaja,uus,2019,0,1,5
Soodi 4-46,Haabersti,4,97.2,244000,2510,kivimaja,uus,2020,0,4,5
Narva mnt 148,Lasnamäe,2,56.8,119000,2095,paneelmaja,uus,2008,11,3,8
Valge 6A/1-8,Kadriorg,2,66.2,201000,3036,kivimaja,uus,2020,0,3,3
Karsti 4,Mustamäe,3,79.3,152000,1917,-,uus,2014,5,4,6
Karsti 4,Mustamäe,3,79.3,152000,1917,-,uus,2014,5,4,6
Õllepruuli 6,Kesklinn,4,95.9,249999,2607,kivimaja,uus,2019,0,3,3
J.Vilmsi tn. 20,Kadriorg,3,118.9,169900,1429,kivimaja,-,1922,97,3,3
Järve 2-168,Kristiine,2,46.6,142700,3062,paneelmaja,uus,2020,0,10,18
Kentmanni 22,Kesklinn,2,55,141000,2564,kivimaja,-,-,-,4,4
A.H. Tammsaare tee 89a-58,Mustamäe,4,84.6,195000,2305,-,uus,2019,0,5,6
Lahepea 9-40,Haabersti,4,96.3,238500,2477,kivimaja,uus,2019,0,4,4
Vabaduse Väljak 6,Kesklinn,2,87.7,399500,4555,kivimaja,uus,1953,66,7,7
Erika 5a,Põhja-Tallinn,2,34.8,53500,1537,paneelmaja,keskmises seisukorras,1970,49,3,5
Wismari 43,Kesklinn,1,25.1,85000,3386,kivimaja,uus,2017,2,1,3
Tuukri tn 1b,Kesklinn,4,83.2,214900,2583,kivimaja,uus,2018,1,6,6
Võistluse 6-3,Kadriorg,3,70.7,163500,2313,kivimaja,uus,2019,0,2,14
Lesta tn 10/1-3,Haabersti,4,120.1,348290,2900,paneelmaja,uus,2019,0,1,3
Narva mnt 40,Kesklinn,1,18.3,98000,5355,kivimaja,uus,2019,0,4,5
Soodi 4-37,Põhja-Tallinn,3,77.2,196000,2539,kivimaja,uus,2020,0,2,5
Soodi 4,Põhja-Tallinn,3,77.2,212000,2746,kivimaja,uus,2020,0,5,5
Seebi tn 1-1605,Kesklinn,2,38.6,128900,3339,kivimaja,uus,2020,0,16,20
Koidu 98,Kesklinn,1,27.1,59990,2214,puitmaja,heas korras,-,-,1,3
Võidujooksu 7-4,Lasnamäe,3,64.1,140290,2189,kivimaja,uus,2020,0,2,7
Jahu 5-41,Kesklinn,2,40.5,172900,4269,kivimaja,uus,2020,0,1,3
Hagudi 22/1-6,Kesklinn,1,19.6,51000,2602,palkmaja,vajab renoveerimist,1936,83,2,2
Kihnu,Lasnamäe,1,32.8,64400,1963,paneelmaja,-,1990,29,4,5
Paldiski mnt 85,Haabersti,5,115.6,180000,1557,paneelmaja,-,1986,33,7,-9
Lüüsi tn 4-10,Kesklinn,4,119.7,357000,2982,kivimaja,uus,2019,0,5,6
Paepargi 50/1-9,Lasnamäe,3,67.5,139500,2067,paneelmaja,uus,2020,0,3,14
Liivaoja 6,Kadriorg,2,66.4,168900,2544,kivimaja,uus,2007,12,2,5
SÕLE 46,Põhja-Tallinn,3,54,86000,1593,kivimaja,heas korras,-,-,3,5
Seebi tn 1-305,Kesklinn,4,91.9,291900,3176,kivimaja,uus,2020,0,4,20
Lahepea 9,Haabersti,2,36.7,124400,3390,-,-,2019,0,2,4
Kraavi 11,Nõmme,4,109.8,179000,1630,kivimaja,renoveeritud,2004,15,2,3
Kopli tee 40-19,Kesklinn,4,81.1,182000,2244,kivimaja,uus,2020,0,3,3
P. Süda 9/1,Kesklinn,3,64.9,165000,2542,palkmaja,renoveeritud,-,-,3,2
Pae 68,Lasnamäe,4,65.2,97000,1488,kivimaja,-,1985,34,12,14
Seebi tn 1-403,Mustamäe,2,64.8,165400,2552,kivimaja,uus,2020,0,4,20
Poska 14a-1,Kadriorg,3,83,314950,3795,kivimaja,uus,2021,0,1,3
Jahu 5-43,Põhja-Tallinn,3,70.6,303900,4305,kivimaja,uus,2020,0,1,3
Kaabli 2,Kesklinn,2,25.5,43000,1686,puitmaja,keskmises seisukorras,1959,60,2,2
Päevalille 4-102,Haabersti,3,58,157900,2722,paneelmaja,uus,2020,0,14,15
Sütiste tee 9,Mustamäe,3,64,85000,1328,-,-,1970,49,1,5
Sõpruse pst  198,Mustamäe,2,43.7,81000,1853,paneelmaja,renoveeritud,-,-,1,5
Magasini 3,Kesklinn,3,54.4,173500,3189,puitmaja,uus,-,-,2,3
Erika 10,Põhja-Tallinn,1,27.3,59900,2194,kivimaja,renoveeritud,1970,49,3,5
Rotermanni 5,Kesklinn,3,95.8,320000,3340,kivimaja,heas korras,2007,12,3,7
Ehte tn 3,Põhja-Tallinn,3,60.7,110000,1812,paneelmaja,-,1966,53,1,5
Gonsiori 9-21,Kadriorg,2,44.5,216900,4874,kivimaja,uus,-,-,5,7
Kanepi 3,Põhja-Tallinn,3,60.5,115000,1901,kivimaja,renoveeritud,1959,60,1,3
Köleri 14-1,Kadriorg,2,46.3,139000,3002,puitmaja,uus,-,-,1,3
Aiandi 8/2-6,Mustamäe,4,74.9,173990,2323,kivimaja,uus,2021,0,2,6
Vikerlase 13,Lasnamäe,3,64.8,92000,1420,paneelmaja,renoveeritud,1983,36,9,9
Sõle 13,Põhja-Tallinn,2,46.2,89900,1946,kivimaja,keskmises seisukorras,-,-,1,5
Paepargi 50/2-2,Lasnamäe,3,68.8,151500,2202,-,uus,2020,0,2,8
Kotka 8,Kristiine,2,39.2,90000,2296,kivimaja,renoveeritud,1978,41,4,4
Majaka 23,Lasnamäe,1,18.4,23700,1288,kivimaja,heas korras,-,-,3,5
Õllepruuli 6,Kesklinn,4,95.9,249999,2607,kivimaja,uus,2019,0,3,3
Köleri 14-3,Kadriorg,4,118,339000,2873,puitmaja,uus,-,-,1,3
Lubja 7b,Kesklinn,3,60.8,142000,2336,kivimaja,renoveeritud,2004,15,2,3
Sitsi 14a-6,Põhja-Tallinn,3,58.7,164360,2800,kivimaja,uus,2020,0,3,3
Kaera 22,Põhja-Tallinn,3,64.4,123900,1924,-,heas korras,2005,14,1,5
Tiskrevälja 23,Haabersti,4,109.4,248000,2267,-,uus,2015,4,0,2
Tõnismägi 11a-26,Kesklinn,2,54.7,190000,3473,kivimaja,uus,2019,0,5,7
Võistluse 6-117,Kesklinn,2,48.3,150938,3125,kivimaja,uus,2019,0,4,14
Mäepealse 29-2,Nõmme,3,74.1,157500,2126,paneelmaja,uus,2020,0,1,6
Läänemere tee 70,Lasnamäe,3,64.8,125000,1929,paneelmaja,heas korras,2009,10,3,6
Pae 43,Lasnamäe,2,34,69900,2056,paneelmaja,renoveeritud,-,-,3,9
Sõle 7,Põhja-Tallinn,3,100,120000,1200,kivimaja,renoveeritud,-,-,,-
Juurdeveo 8-8,Kesklinn,3,63.9,175900,2753,kivimaja,uus,2020,0,4,4
Paepargi 50/1,Lasnamäe,3,67.1,160500,2392,paneelmaja,uus,2020,0,12,14
Pärnu mnt 130-45,Kesklinn,4,124.5,185000,1486,kivimaja,keskmises seisukorras,2008,11,8,8
Poordi 3-82,Kesklinn,5,218,759000,3482,-,uus,2017,2,7,7
Jahu 5-9,Kesklinn,3,82.2,284900,3466,kivimaja,uus,2020,0,1,3
Sõle 19,Põhja-Tallinn,2,43.9,90000,2050,-,renoveeritud,1975,44,2,5
Mäepealse 27-23,Nõmme,4,106.1,229900,2167,paneelmaja,uus,2020,0,,-
Päevalille 2-17,Haabersti,4,76.7,181900,2372,paneelmaja,uus,2020,0,4,4
J. Vilmsi tänav 7-8,Kadriorg,2,49.6,151900,3061,puitmaja,renoveeritud,2019,0,3,3
Pirita tee 20a,Kesklinn,3,97.8,550000,5624,-,uus,2017,2,8,10
Jalami tn 1-92,Haabersti,4,97,210800,2173,paneelmaja,uus,2019,0,8,8
Vilde tee 121b,Mustamäe,3,60.3,103900,1723,paneelmaja,renoveeritud,1975,44,3,5
Poordi 3-70,Kesklinn,4,110.9,339000,3057,kivimaja,uus,2017,2,5,7
Jahu 6-6/3-83,Põhja-Tallinn,1,31.7,142000,4480,paneelmaja,uus,2019,0,2,-
Valge tn 16-85,Lasnamäe,4,80.5,217000,2696,kivimaja,uus,2019,0,4,5
Seebi tn 1-1606,Kesklinn,2,45.3,166900,3684,kivimaja,uus,2020,0,16,20
Kaaruti 5-25,Haabersti,1,34.1,83900,2460,paneelmaja,uus,2020,0,4,4
Õismäe tee 55,Haabersti,2,46,77000,1674,paneelmaja,renoveeritud,-,-,2,5
Paasiku 22,Lasnamäe,4,80.2,103500,1291,paneelmaja,renoveeritud,1991,28,4,9
Uus - Sadama 16,Kesklinn,1,33.8,75000,2219,-,-,-,-,2,4
Pae 58,Lasnamäe,3,60.6,90000,1485,paneelmaja,renoveeritud,-,-,3,5
Jalami tn 1-84,Haabersti,4,85.7,188800,2203,paneelmaja,uus,2019,0,7,8
Ehitajate tee 91/2-41,Mustamäe,3,56.2,127000,2260,kivimaja,uus,2020,0,7,8
Männiku tee 111,Nõmme,2,38.4,75000,1953,puitmaja,renoveeritud,1939,80,2,2
Selise 24,Haabersti,4,83.2,235000,2825,kivimaja,uus,2013,6,2,1
Kreutzwaldi 13,Kesklinn,2,50.2,134800,2685,kivimaja,renoveeritud,1923,96,4,5
Narva mnt 55,Kesklinn,2,60.7,176000,2900,puitmaja,uus,-,-,2,4
Kreutzwaldi 3,Kesklinn,2,62.7,250800,4000,kivimaja,uus,2014,5,2,7
Tuulemaa 21,Põhja-Tallinn,1,27,55000,2037,-,-,1967,52,2,5
Jahu 5-2,Põhja-Tallinn,4,94.4,361900,3834,kivimaja,uus,2020,0,1,3
Karsti 5,Mustamäe,2,43.2,95000,2199,paneelmaja,uus,2008,11,5,9
liivaoja tn 4,Kesklinn,4,164,319900,1951,kivimaja,heas korras,2007,12,5,5
Jõe 5,Kesklinn,1,53.3,135000,2533,paneelmaja,heas korras,2006,13,4,10
Päevalille 4-74,Haabersti,3,58,146900,2533,paneelmaja,uus,2020,0,10,15
Kadaka tee 143,Mustamäe,4,78.6,184900,2352,paneelmaja,uus,2019,0,4,8
Linnamäe 87,Lasnamäe,1,32.9,51990,1580,paneelmaja,-,1986,33,1,9
Soodi 4,Haabersti,1,44.4,116500,2624,kivimaja,uus,2021,0,1,5
Pöörise 7-54,Mustamäe,3,53,120000,2264,paneelmaja,uus,2020,0,9,12
Tulika tn 24,Kristiine,1,23,57000,2478,puitmaja,renoveeritud,1932,87,2,3
Anni tn 14,Lasnamäe,3,65,85000,1308,paneelmaja,keskmises seisukorras,-,-,3,9
Soodi 4,Haabersti,2,52.8,146900,2782,kivimaja,uus,2020,0,4,5
Tornimäe tn. 7,Kesklinn,3,62,219000,3532,-,uus,2007,12,16,29
Tõnismägi 11a-26,Kesklinn,2,54.7,190000,3473,kivimaja,uus,2019,0,5,7
Paasiku 4,Lasnamäe,3,65,95900,1475,paneelmaja,renoveeritud,1992,27,2,9
Toom-Kuninga 15-5,Kesklinn,2,52.5,145000,2762,paneelmaja,uus,2020,0,1,8
Karukella tee 12/1,Pirita,2,52.8,112500,2131,-,-,-,-,0,-
Võistluse 8,Kesklinn,1,33.2,75000,2259,kivimaja,renoveeritud,-,-,1,2
Lesta tn 10/2-21,Haabersti,2,72,255600,3550,paneelmaja,uus,2019,0,1,1
Paasiku 22,Lasnamäe,2,32.8,69999,2134,-,-,-,-,1,9
Soodi 4,Haabersti,2,59.9,167500,2796,kivimaja,uus,2020,0,5,5
F.R.Kreutzwaldi 17,Kadriorg,3,68.4,166900,2440,kivimaja,vajab renoveerimist,1925,94,1,5
Kilbi 8,Põhja-Tallinn,1,28,52900,1889,kivimaja,keskmises seisukorras,-,-,2,5
Oksa tn // Seebi tn 2//4-1,Kristiine,3,60.5,170000,2810,paneelmaja,uus,2020,0,1,4
Vana-Kalamaja 34,Põhja-Tallinn,3,104.8,289000,2758,kivimaja,keskmises seisukorras,2006,13,1,2
Karsti tn. 3,Mustamäe,3,80.4,159000,1978,kivimaja,-,2009,10,4,9
Kauge tn 6,Nõmme,3,72.4,134900,1863,-,-,2004,15,3,4
Juurdeveo 8-4,Kesklinn,5,107.7,249000,2312,kivimaja,uus,2020,0,2,4
Telliskivi 49-14,Põhja-Tallinn,2,41.6,147500,3546,kivimaja,uus,2019,0,2,4
Sikupilli 9,Lasnamäe,2,41.8,79900,1911,kivimaja,-,1962,57,1,5
Mahtra 34,Lasnamäe,1,32.8,59000,1799,paneelmaja,keskmises seisukorras,1982,37,3,5
Rotermanni 5,Kesklinn,3,95.7,349000,3647,kivimaja,uus,2007,12,6,7
Tornimäe 7-101,Kesklinn,2,69,219000,3174,-,uus,2006,13,19,30
Ristiku tn. 46,Põhja-Tallinn,1,24.7,52000,2105,puitmaja,keskmises seisukorras,1912,107,2,2
Jalami tn 1-57,Mustamäe,3,76.6,166900,2179,paneelmaja,uus,2019,0,5,8
Punane 31,Lasnamäe,3,59.3,87000,1467,paneelmaja,-,1973,46,5,9
Jannseni 19,Nõmme,2,41.7,73000,1751,puitmaja,vajab renoveerimist,1938,81,2,-
Puhkekodu 42,Pirita,3,143,183000,1280,-,-,1968,51,2,2
Lasnamäe 4A,Kesklinn,2,56.4,260000,4610,paneelmaja,uus,2018,1,9,13
Luise 22,Kesklinn,3,98.7,229000,2320,kivimaja,uus,1938,81,5,5
Rehe tn 6-5,Haabersti,3,67.9,148900,2193,-,uus,2019,0,1,5
Gonsiori 9-32,Vanalinn,5,191,786900,4120,kivimaja,uus,-,-,6,7
Tagala 10-19,Haabersti,3,71,135000,1901,kivimaja,uus,2019,0,3,4
Värvi 12-12,Kristiine,2,46.4,84000,1810,paneelmaja,renoveeritud,1982,37,2,5
Soodi 4-8,Põhja-Tallinn,2,49.7,128000,2575,kivimaja,uus,2021,0,2,5
Mahtra 24,Lasnamäe,4,87.7,107900,1230,paneelmaja,heas korras,1982,37,9,9
E. Vilde tee 109,Mustamäe,2,46,78900,1715,paneelmaja,renoveeritud,-,-,4,5
Valdeku 164,Nõmme,4,72.8,115000,1580,kivimaja,renoveeritud,-,-,4,5
Kaarli pst 8,Kesklinn,3,88,330000,3750,-,uus,2004,15,3,8
Paasiku 22,Lasnamäe,1,34,69999,2059,-,-,1991,28,1,9
Poordi 3-53,Kesklinn,3,112,339000,3027,-,uus,2017,2,3,6
Jalami tn 1-92,Mustamäe,4,97,210800,2173,paneelmaja,uus,2019,0,8,8
Võidujooksu 7-5,Lasnamäe,3,62.2,139290,2239,kivimaja,uus,2020,0,2,7
Taela 4b,Haabersti,4,181.5,210900,1162,kivimaja,heas korras,1995,24,2,2
Raekoja plats 8,Vanalinn,3,89.3,299000,3348,-,uus,1929,90,3,6
Paekaare tn 32,Lasnamäe,1,33,65500,1985,-,renoveeritud,-,-,1,9
Paekaare tn 32,Lasnamäe,1,33,65500,1985,-,renoveeritud,-,-,1,9
Jahu 6-6/3-90,Põhja-Tallinn,2,55.7,190500,3420,paneelmaja,uus,2019,0,3,-
paekaare 24,Lasnamäe,2,46.3,79999,1728,paneelmaja,heas korras,1978,41,3,5
Pärnu mnt 130-50,Kesklinn,3,101.2,185000,1828,kivimaja,keskmises seisukorras,2008,11,8,8
K. Türnpu 11,Kesklinn,3,71.7,135000,1883,puitmaja,keskmises seisukorras,1932,87,1,3
Majaka tn 15,Lasnamäe,2,41.8,82900,1983,kivimaja,-,1961,58,5,5
Piiri tn 9,Nõmme,1,19.5,55000,2821,puitmaja,-,-,-,2,2
Linnamäe 32,Lasnamäe,2,52.6,84990,1616,paneelmaja,renoveeritud,1986,33,5,5
Lastekodu 22,Kesklinn,1,30,75000,2500,kivimaja,renoveeritud,1983,36,4,5
Liikuri 18c-37,Lasnamäe,2,46.8,106790,2282,kivimaja,uus,2020,0,2,7
Valge 6A/2-24,Lasnamäe,2,48.5,151000,3113,kivimaja,uus,2020,0,4,4
Raua 65-10,Kadriorg,4,122,342000,2803,kivimaja,uus,2019,0,5,5
Rüütli tn 24,Vanalinn,7,310,1600000,5161,kivimaja,renoveeritud,-,-,0,3
Keava 7-11,Kesklinn,3,61.6,178000,2890,kivimaja,uus,2020,0,3,3
Kalevipoja 4,Lasnamäe,3,66.5,99000,1489,paneelmaja,-,-,-,1,5
Võidujooksu 7-37,Lasnamäe,2,44.5,109290,2456,kivimaja,uus,2020,0,2,7
Männiku tee 76,Nõmme,3,83.2,160000,1923,puitmaja,uus,2018,1,3,3
Lai 32,Vanalinn,3,101.1,340000,3363,kivimaja,renoveeritud,1926,93,1,3
Kungla 5a,Põhja-Tallinn,3,59,120000,2034,puitmaja,renoveeritud,-,-,2,2
Retke tee 17,Mustamäe,2,48.1,109900,2285,paneelmaja,uus,2004,15,2,4
Liivamäe Tn 3,Kesklinn,3,69,130000,1884,paneelmaja,renoveeritud,-,-,3,9
Paasiku 24,Lasnamäe,2,32.8,69500,2119,paneelmaja,renoveeritud,1990,29,1,5
Luise 17/2-7,Kesklinn,2,52.9,171925,3250,kivimaja,uus,2020,0,1,3
Rehe põik 10-3,Haabersti,3,71.5,150900,2110,-,uus,2019,0,1,5
Sõpruse 218,Mustamäe,1,29.9,60000,2007,paneelmaja,keskmises seisukorras,1968,51,4,5
Järveotsa tee 45,Haabersti,3,65.8,80000,1216,paneelmaja,vajab renoveerimist,1977,42,1,9
Raua 28-4,Kesklinn,3,59.3,186795,3150,-,-,2019,0,2,5
F. R. Kreutzwaldi tn 3,Kadriorg,2,61.9,181000,2924,kivimaja,uus,2014,5,4,7
Jalami 1,Haabersti,3,69.4,148000,2133,kivimaja,uus,2020,0,3,8
Valge tn 16-75,Lasnamäe,2,39.5,110000,2785,kivimaja,uus,2019,0,4,5
Koorti 2,Lasnamäe,4,80.5,109900,1365,paneelmaja,heas korras,1980,39,3,9
Sõpruse puiestee 196,Mustamäe,3,63.4,109000,1719,-,keskmises seisukorras,-,-,7,9
Tagala 10-24,Haabersti,3,66.8,129000,1931,kivimaja,uus,2019,0,3,4
Sinimäe 16,Lasnamäe,4,77.6,149900,1932,paneelmaja,-,2017,2,2,5
Järve 2-186,Kristiine,3,65.4,195200,2985,paneelmaja,uus,2020,0,12,18
Merekalju tänav 5-3,Haabersti,4,117.3,399000,3402,kivimaja,uus,2020,0,1,3
Siidisaba 9,Kristiine,2,47.3,75000,1586,kivimaja,vajab renoveerimist,-,-,3,5
Ehitajate tee 86,Mustamäe,2,43.2,79000,1829,kivimaja,san. remont tehtud,1980,39,6,9
Valge 6A/2-7,Lasnamäe,2,55.3,137000,2477,kivimaja,uus,2020,0,1,4
Pöörise 7-57,Mustamäe,3,64,135000,2109,paneelmaja,uus,2020,0,10,12
Killustiku 12,Lasnamäe,3,57,98000,1719,kivimaja,renoveeritud,1949,70,1,2
Kraavi 13,Nõmme,3,60,99000,1650,kivimaja,renoveeritud,-,-,1,3
Sipelga 2,Mustamäe,4,112,229000,2045,paneelmaja,uus,2015,4,3,8
Päevalille 4-53,Haabersti,3,58,139900,2412,paneelmaja,uus,2020,0,7,15
Võistluse 6-20,Kesklinn,3,73.4,202300,2756,kivimaja,uus,2019,0,6,14
Tõnismägi 11a-54,Kesklinn,4,88.5,315000,3559,kivimaja,uus,2019,0,5,7
J. Sütiste tee 54,Mustamäe,4,60.2,89900,1493,paneelmaja,keskmises seisukorras,1968,51,4,5
Nõmme tee 112,Mustamäe,2,40.1,82000,2045,kivimaja,renoveeritud,-,-,1,2
Luise 17/2-13,Kesklinn,5,146.8,440400,3000,kivimaja,uus,2020,0,2,3
Õismäe tee 137,Haabersti,3,65.7,99950,1521,paneelmaja,heas korras,-,-,4,5
Tagala 10B-33,Haabersti,3,66.8,124000,1856,kivimaja,uus,2019,0,2,4
K. Karberi 8,Lasnamäe,3,66.4,91900,1384,paneelmaja,keskmises seisukorras,-,-,3,9
Võidujooksu 1,Lasnamäe,4,95.5,275000,2880,-,uus,2014,5,4,7
Valge 6A/1-1,Lasnamäe,4,119.5,317000,2653,kivimaja,uus,2020,0,1,3
Vilmsi 50,Kesklinn,1,12.9,41000,3178,puitmaja,-,-,-,1,2
Poordi 3-43,Kesklinn,4,126.5,509000,4024,-,uus,2017,2,2,6
Tuulemäe 6,Kesklinn,3,57.7,152000,2634,kivimaja,-,1949,70,3,3
Tornimäe 7,Kesklinn,2,48.4,165000,3409,-,-,2007,12,9,30
Soodi 4,Põhja-Tallinn,2,52.8,146900,2782,kivimaja,uus,2020,0,4,5
Keava 7-2,Kesklinn,2,33.3,101000,3033,kivimaja,uus,2020,0,1,3
Tobiase 11-27,Kesklinn,2,54.9,152000,2769,-,uus,2019,0,2,6
Vana-Kalamaja 8-8,Põhja-Tallinn,3,73.2,251000,3429,kivimaja,-,2019,0,3,5
Heli 3/2,Mustamäe,3,65.9,162900,2472,-,uus,2018,1,6,8
Ehitajate tee 88,Mustamäe,1,30,54800,1827,paneelmaja,vajab san. remonti,-,-,5,5
Liikuri 18c-14,Lasnamäe,3,53.3,130290,2444,kivimaja,uus,2020,0,4,7
Pärnu mnt 110,Kesklinn,3,73.8,159000,2154,kivimaja,uus,2006,13,2,6
Tartu mnt 84a,Kesklinn,3,97.6,350000,3586,kivimaja,heas korras,2006,13,12,14
Talviku tn 1-4,Kristiine,2,44.6,134000,3004,paneelmaja,uus,2020,0,1,4
Soodi 4-28,Põhja-Tallinn,3,73.2,200900,2745,kivimaja,uus,2021,0,5,5
Raekoja plats 8,Vanalinn,2,51.1,188000,3679,kivimaja,heas korras,1929,90,3,6
Sõpruse pst 25,Kristiine,2,45.9,127000,2767,kivimaja,heas korras,2007,12,2,5
Sõpruse pst 220,Mustamäe,2,43.4,74900,1726,paneelmaja,renoveeritud,1968,51,4,5
Vikerlase 4,Lasnamäe,1,32.8,69900,2131,paneelmaja,renoveeritud,1979,40,1,5
Jakobi 16/1-7,Kesklinn,2,33,119000,3606,puitmaja,uus,2020,0,3,4
Padriku tee 9/3,Pirita,2,66.5,139000,2090,kivimaja,uus,2007,12,2,2
F. R. Faehlmanni 24/2,Kesklinn,2,74.3,159000,2140,puitmaja,heas korras,2014,5,1,3
Pärnu mnt 263b,Nõmme,3,44.7,89000,1991,puitmaja,vajab san. remonti,1924,95,2,2
A.H. Tammsaare tee 125,Mustamäe,2,43.9,74000,1686,paneelmaja,heas korras,1967,52,5,5
Lesta tn 10/2-30,Haabersti,3,80.2,284710,3550,paneelmaja,uus,2019,0,3,3
Lõime 20,Põhja-Tallinn,1,12.5,22000,1760,kivimaja,heas korras,1952,67,4,4
Vana-Kalamaja 8-1,Põhja-Tallinn,3,79.5,258000,3245,kivimaja,-,2019,0,2,5
Sõpruse pst. 208,Mustamäe,2,48,92500,1927,kivimaja,renoveeritud,1969,50,5,9
Seebi tn 1-1807,Kesklinn,2,37.7,149900,3976,kivimaja,uus,2020,0,18,20
Vilde tee 89,Mustamäe,2,42.2,66990,1587,paneelmaja,-,1964,55,5,5
Tõnismägi 11a-8,Kesklinn,4,99.2,285000,2873,kivimaja,uus,2019,0,3,7
Päevalille 2-7,Mustamäe,4,76.7,183900,2398,paneelmaja,uus,2020,0,2,4
Merivälja tee 16,Pirita,3,85,190000,2235,puitmaja,-,1936,83,1,2
Poordi 3-60,Kesklinn,3,112,349000,3116,kivimaja,uus,2017,2,4,7
Vilde tee 143,Mustamäe,2,36,71000,1972,kivimaja,renoveeritud,1964,55,2,4
Astangu,Haabersti,2,50,79900,1598,-,heas korras,1985,34,4,5
Pöörise 7-56,Mustamäe,2,45.4,102000,2247,paneelmaja,uus,2020,0,10,12
Pikk jalg 3 // Rataskaevu tn 6,Kesklinn,3,83.6,150000,1794,kivimaja,-,1930,89,1,4
